时间,异议事项类型,数据发生机构名称,编号
2023,基本信息不准确,陕西长银消费金融有限公司,8
2023,基本信息不准确,晋商消费金融股份有限公司,10
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,基本信息不准确,中银消费金融有限公司,6
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,海尔消费金融有限公司,5
2023,代偿,南银法巴消费金融有限公司,19
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,陕西长银消费金融有限公司,8
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,中邮消费金融有限公司,4
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,晋商消费金融股份有限公司,10
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,南银法巴消费金融有限公司,19
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,杭银消费金融股份有限公司,11
2023,否认逾期,晋商消费金融股份有限公司,10
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,海尔消费金融有限公司,5
2023,基本信息不准确,捷信消费金融有限公司,1
2023,账户状态有误,捷信消费金融有限公司,1
2023,账户状态有误,捷信消费金融有限公司,1
2023,账户状态有误,捷信消费金融有限公司,1
2023,非本人业务,湖北消费金融股份有限公司,16
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,兴业消费金融股份公司,9
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,否认逾期,招联消费金融股份有限公司,2
2023,非本人业务,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,代偿 ,盛银消费金融有限公司,24
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,中邮消费金融有限公司,4
2023,否认逾期,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,招联消费金融股份有限公司,2
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,非本人业务,陕西长银消费金融有限公司,8
2023,账户状态有误,南银法巴消费金融有限公司,19
2023,账户状态有误,南银法巴消费金融有限公司,19
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,中邮消费金融有限公司,4
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,内蒙古蒙商消费金融股份有限公司,22
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,重庆蚂蚁消费金融有限公司,13
2023,否认逾期,招联消费金融股份有限公司,2
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,盛银消费金融有限公司,24
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,四川锦程消费金融有限责任公司,20
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,中邮消费金融有限公司,4
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,账户状态有误,中银消费金融有限公司,6
2023,非本人业务,南银法巴消费金融有限公司,19
2023,否认逾期,招联消费金融股份有限公司,2
2023,代偿,盛银消费金融有限公司,24
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,海尔消费金融有限公司,5
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,中信消费金融有限公司,21
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,北京阳光消费金融股份有限公司,26
2023,基本信息不准确,中银消费金融有限公司,6
2023,否认逾期,马上消费金融股份有限公司,3
2023,账户状态有误,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,厦门金美信消费金融有限责任公司,25
2023,基本信息不准确,捷信消费金融有限公司,1
2023,其他,重庆蚂蚁消费金融有限公司,13
2023,账户状态有误,重庆蚂蚁消费金融有限公司,13
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,晋商消费金融股份有限公司,10
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,中信消费金融有限公司,21
2023,否认逾期,重庆蚂蚁消费金融有限公司,13
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,中邮消费金融有限公司,4
2023,非本人业务,中银消费金融有限公司,6
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,河南中原消费金融股份有限公司,7
2023,非本人业务,招联消费金融股份有限公司,2
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,兴业消费金融股份公司,9
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,兴业消费金融股份公司,9
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,中银消费金融有限公司,6
2023,否认逾期,兴业消费金融股份公司,9
2023,否认逾期,中银消费金融有限公司,6
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,南银法巴消费金融有限公司,19
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,基本信息不准确,南银法巴消费金融有限公司,19
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,湖北消费金融股份有限公司,16
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,账户状态有误,捷信消费金融有限公司,1
2023,否认逾期,兴业消费金融股份公司,9
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,重庆蚂蚁消费金融有限公司,13
2023,否认逾期,兴业消费金融股份公司,9
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,否认逾期,杭银消费金融股份有限公司,11
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,内蒙古蒙商消费金融股份有限公司,22
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,杭银消费金融股份有限公司,11
2023,基本信息不准确,兴业消费金融股份公司,9
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,否认逾期,陕西长银消费金融有限公司,8
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,其他,河北幸福消费金融股份有限公司,12
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,浙江宁银消费金融股份有限公司,18
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,基本信息不准确,中邮消费金融有限公司,4
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,代偿,四川锦程消费金融有限责任公司,20
2023,代偿,盛银消费金融有限公司,24
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,马上消费金融股份有限公司,3
2023,代偿,四川锦程消费金融有限责任公司,20
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,湖南长银五八消费金融股份有限公司,29
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,中邮消费金融有限公司,4
2023,基本信息不准确,盛银消费金融有限公司,24
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,中邮消费金融有限公司,4
2023,账户状态有误,捷信消费金融有限公司,1
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,兴业消费金融股份公司,9
2023,账户状态有误,湖北消费金融股份有限公司,16
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,基本信息不准确,苏银凯基消费金融有限公司,28
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,湖北消费金融股份有限公司,16
2023,基本信息不准确,北京阳光消费金融股份有限公司,26
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,海尔消费金融有限公司,5
2023,基本信息不准确,北京阳光消费金融股份有限公司,26
2023,账户状态有误,南银法巴消费金融有限公司,19
2023,基本信息不准确,中邮消费金融有限公司,4
2023,否认逾期,四川省唯品富邦消费金融有限公司,30
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,晋商消费金融股份有限公司,10
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,晋商消费金融股份有限公司,10
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,中邮消费金融有限公司,4
2023,基本信息不准确,陕西长银消费金融有限公司,8
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,其他,湖北消费金融股份有限公司,16
2023,否认逾期,招联消费金融股份有限公司,2
2023,代偿,盛银消费金融有限公司,24
2023,基本信息不准确,中信消费金融有限公司,21
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,中银消费金融有限公司,6
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,湖北消费金融股份有限公司,16
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,中邮消费金融有限公司,4
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,海尔消费金融有限公司,5
2023,否认逾期,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,账户状态有误,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,陕西长银消费金融有限公司,8
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,陕西长银消费金融有限公司,8
2024,否认逾期,陕西长银消费金融有限公司,8
2024,非本人业务,招联消费金融股份有限公司,2
2024,代偿,四川锦程消费金融有限责任公司,20
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,马上消费金融股份有限公司,3
2024,账户状态有误,中银消费金融有限公司,6
2024,非本人业务,招联消费金融股份有限公司,2
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,河南中原消费金融股份有限公司,7
2024,代偿,四川锦程消费金融有限责任公司,20
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,海尔消费金融有限公司,5
2024,非本人业务,湖北消费金融股份有限公司,16
2024,否认逾期,马上消费金融股份有限公司,3
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,非本人业务,捷信消费金融有限公司,1
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,海尔消费金融有限公司,5
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,招联消费金融股份有限公司,2
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,湖北消费金融股份有限公司,16
2024,基本信息不准确,中信消费金融有限公司,21
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,马上消费金融股份有限公司,3
2024,账户状态有误,海尔消费金融有限公司,5
2024,非本人业务,马上消费金融股份有限公司,3
2024,非本人业务,捷信消费金融有限公司,1
2024,基本信息不准确,河南中原消费金融股份有限公司,7
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,代偿,四川锦程消费金融有限责任公司,20
2024,账户状态有误,海尔消费金融有限公司,5
2024,基本信息不准确,招联消费金融股份有限公司,2
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,基本信息不准确,北京阳光消费金融股份有限公司,26
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,否认逾期,陕西长银消费金融有限公司,8
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,捷信消费金融有限公司,1
2024,非本人业务,中信消费金融有限公司,21
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,晋商消费金融股份有限公司,10
2024,否认逾期,中银消费金融有限公司,6
2024,否认逾期,中邮消费金融有限公司,4
2024,基本信息不准确,中邮消费金融有限公司,4
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,马上消费金融股份有限公司,3
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,捷信消费金融有限公司,1
2024,代偿,盛银消费金融有限公司,24
2024,否认逾期,捷信消费金融有限公司,1
2024,账户状态有误,捷信消费金融有限公司,1
2024,非本人业务,招联消费金融股份有限公司,2
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,非本人业务,马上消费金融股份有限公司,3
2024,否认逾期,杭银消费金融股份有限公司,11
2024,基本信息不准确,陕西长银消费金融有限公司,8
2024,非本人业务,捷信消费金融有限公司,1
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,否认逾期,招联消费金融股份有限公司,2
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,非本人业务,马上消费金融股份有限公司,3
2024,代偿,南银法巴消费金融有限公司,19
2024,否认逾期,招联消费金融股份有限公司,2
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,捷信消费金融有限公司,1
2024,非本人业务,捷信消费金融有限公司,1
2024,其他,捷信消费金融有限公司,1
2024,基本信息不准确,北京阳光消费金融股份有限公司,26
2024,基本信息不准确,北京阳光消费金融股份有限公司,26
2024,其他,捷信消费金融有限公司,1
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,基本信息不准确,捷信消费金融有限公司,1
2024,代偿,四川锦程消费金融有限责任公司,20
2024,基本信息不准确,湖北消费金融股份有限公司,16
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,基本信息不准确,捷信消费金融有限公司,1
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,非本人业务,南银法巴消费金融有限公司,19
2024,基本信息不准确,南银法巴消费金融有限公司,19
2024,非本人业务,厦门金美信消费金融有限责任公司,25
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,账户状态有误,海尔消费金融有限公司,5
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,非本人业务,哈尔滨哈银消费金融有限责任公司,14
2024,基本信息不准确,北京阳光消费金融股份有限公司,26
2024,账户状态有误,捷信消费金融有限公司,1
2024,基本信息不准确,北京阳光消费金融股份有限公司,26
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,其他,湖北消费金融股份有限公司,16
2024,基本信息不准确,中信消费金融有限公司,21
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,账户状态有误,捷信消费金融有限公司,1
2024,非本人业务,捷信消费金融有限公司,1
2024,基本信息不准确,哈尔滨哈银消费金融有限责任公司,14
2024,否认逾期,中邮消费金融有限公司,4
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,马上消费金融股份有限公司,3
2024,否认逾期,中邮消费金融有限公司,4
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,其他,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,河南中原消费金融股份有限公司,7
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,否认逾期,中邮消费金融有限公司,4
2024,基本信息不准确,兴业消费金融股份公司,9
2024,其他,招联消费金融股份有限公司,2
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,招联消费金融股份有限公司,2
2024,非本人业务,捷信消费金融有限公司,1
2024,非本人业务,中银消费金融有限公司,6
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,马上消费金融股份有限公司,3
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,中邮消费金融有限公司,4
2024,否认逾期,捷信消费金融有限公司,1
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,基本信息不准确,河南中原消费金融股份有限公司,7
2024,非本人业务,捷信消费金融有限公司,1
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,招联消费金融股份有限公司,2
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,兴业消费金融股份公司,9
2024,其他,内蒙古蒙商消费金融股份有限公司,22
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,海尔消费金融有限公司,5
2024,基本信息不准确,兴业消费金融股份公司,9
2024,非本人业务,湖北消费金融股份有限公司,16
2024,非本人业务,招联消费金融股份有限公司,2
2024,否认逾期,马上消费金融股份有限公司,3
2024,基本信息不准确,中信消费金融有限公司,21
2024,其他,湖北消费金融股份有限公司,16
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,海尔消费金融有限公司,5
2024,基本信息不准确,招联消费金融股份有限公司,2
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,非本人业务,招联消费金融股份有限公司,2
2024,基本信息不准确,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,其他,招联消费金融股份有限公司,2
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,招联消费金融股份有限公司,2
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,否认逾期,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,基本信息不准确,捷信消费金融有限公司,1
2024,代偿,厦门金美信消费金融有限责任公司,25
2024,非本人业务,捷信消费金融有限公司,1
2024,否认逾期,马上消费金融股份有限公司,3
2024,否认逾期,马上消费金融股份有限公司,3
2024,其他,北京阳光消费金融股份有限公司,26
